ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Alemannic,118,speleonym,cave,anatomy and hollows,throat,throat,hals,throat,Medium,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Alemannic,119,speleonym,cave,anatomy and hollows,hollow,hollow,hol,hollow,Medium,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Alemannic,120,speleonym,cave,anatomy and hollows,deep dark womb,deep_dark_womb,deup derk wamb,deep + dark + womb,Working,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Alemannic,121,speleonym,cave,anatomy and hollows,subterranean shelter,subterranean_shelter,undirjord skur,subterranean + shelter,Working,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Alemannic,122,speleonym,cavern,anatomy and hollows,deep rift,deep_rift,deup kluft,deep + rift,Working,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Alemannic,123,speleonym,cavern,anatomy and hollows,cleft in rock,cleft_in_rock,kluft stain,cleft + rock,Working,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Alemannic,124,speleonym,cavern,anatomy and hollows,underground chamber,underground_chamber,undirjord hus,underground + chamber,Working,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Alemannic,125,speleonym,cavern,anatomy and hollows,abyss,abyss,afgrund,abyss,Medium,Proto-Germanic; Proto-West-Germanic,Old High German / Proto-West-Germanic,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,1,hydronym,river,movement and sound,to flow,to_flow,rheo,flow_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,2,hydronym,river,movement and sound,to run,to_run,trecho,run_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,3,hydronym,river,movement and sound,to rush,to_rush,hormao,rush_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,4,hydronym,river,movement and sound,to roll,to_roll,kylo,roll_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,5,hydronym,river,movement and sound,to murmur,to_murmur,mormyro,murmur_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,6,hydronym,river,movement and sound,to roar,to_roar,brychaomai,roar_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,7,hydronym,river,movement and sound,noisy one,noisy_one,thorybos heis,noisy + one,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,8,hydronym,river,movement and sound,fast-moving current,fast_moving_current,tachys pheromenos rhoos,fast + moving + current,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,9,hydronym,lake,visibility and stagnation,standing water,standing_water,hestos hydor,standing + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,10,hydronym,lake,visibility and stagnation,bright sheet,bright_sheet,lampros petalon,bright + sheet,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,11,hydronym,lake,visibility and stagnation,mirror,mirror,esoptron,mirror,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,12,hydronym,lake,visibility and stagnation,flat water,flat_water,platus hydor,flat + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,13,hydronym,lake,visibility and stagnation,basin,basin,lekane,basin,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,14,hydronym,spring,action and sensation,to bubble up,to_bubble_up,physao ano,bubble_v + up,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,15,hydronym,spring,action and sensation,to leap,to_leap,hallomai,leap_v,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,16,hydronym,spring,action and sensation,to well forth,to_well_forth,pego exo,well_v + forth,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,17,hydronym,spring,action and sensation,living water,living_water,zoos hydor,living + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,18,hydronym,spring,action and sensation,eye of earth,eye_of_earth,ophthalmos gaia,eye + earth,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,19,hydronym,well,utility and sensation,dug water,dug_water,oryktos hydor,dug + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,20,hydronym,well,utility and sensation,deep pit,deep_pit,bathys bothros,deep + pit,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,21,hydronym,well,utility and sensation,sweet water,sweet_water,glykys hydor,sweet + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,22,hydronym,well,utility and sensation,source,source,pege,source,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,23,hydronym,well,utility and sensation,water hole,water_hole,hydor trypa,water + hole,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,24,hydronym,fords,utility and navigation,crossing point,crossing_point,poros topos,crossing + point,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,25,hydronym,fords,utility and navigation,shallow,shallow,brakhys,shallow,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,26,hydronym,fords,utility and navigation,stepping place,stepping_place,bema topos,stepping + place,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,27,hydronym,fords,utility and navigation,animal-passable path,animal_passable_path,therion porimos hodos,animal + passable + path,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,28,oronym,mountain,anatomy and visibility,head,head,kephale,head,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,29,oronym,mountain,anatomy and visibility,peak,peak,akros,peak,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,30,oronym,mountain,anatomy and visibility,summit,summit,korype,summit,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,31,oronym,mountain,anatomy and visibility,stone massif,stone_massif,petra oros,stone + massif,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,32,oronym,mountain,anatomy and visibility,high white hill,high_white_hill,hypselos leukos oros,high + white + hill,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,33,oronym,mountain,anatomy and visibility,cloud-cleaver,cloud_cleaver,nephos tomos,cloud + cleaver,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,34,oronym,ridge,anatomy and geometry,spine,spine,rachis,spine,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,35,oronym,ridge,anatomy and geometry,backbone,backbone,rachis,backbone,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,36,oronym,ridge,anatomy and geometry,saw,saw,prion,saw,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,37,oronym,ridge,anatomy and geometry,comb,comb,kteis,comb,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,38,oronym,ridge,anatomy and geometry,long crest,long_crest,makros lophos,long + crest,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,39,oronym,ridge,anatomy and geometry,ridge line,ridge_line,rachis gramme,ridge + line,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,40,oronym,hill,anatomy and geometry,brow,brow,ophrys,brow,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,41,oronym,hill,anatomy and geometry,breast,breast,stethos,breast,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,42,oronym,hill,anatomy and geometry,mound,mound,kolonos,mound,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,43,oronym,hill,anatomy and geometry,heap,heap,soros,heap,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,44,oronym,hill,anatomy and geometry,swelling,swelling,oidema,swelling,Medium,Proto-Hellenic,Proto-Hellenic,Hellenic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Ancient Greek,45,oronym,hill,anatomy and geometry,small summit,small_summit,mikros korype,small + summit,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,46,insular,island,isolation and geometry,cut off,cut_off,tomos apo,cut + off,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,47,insular,island,isolation and geometry,in middle of water,in_middle_of_water,mesos hydor,middle + water,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Ancient Greek,48,insular,island,isolation and geometry,place apart,place_apart,topos khoris,place + apart,Working,Proto-Hellenic,Proto-Hellenic,Hellenic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
